prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,quantile,5,ordinal,,DecisionTreeClassifier,best,,2,1,,4,2,3,entropy,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,descending,PCA,1,,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,2,4,,4,1,3,gini,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,2,,2,2,1,entropy,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,roman,PCA,2,,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,random,,4,1,,2,2,1,gini,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,12,,,euclidean,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,16,,,minkowski,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,17,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,True,,False,RobustScaler,FunctionTransformer,,,,PCA,1,,Binarizer,0.5,,,,,DecisionTreeClassifier,best,,2,1,,3,2,1,entropy,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,2,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,3,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,kmeans,6,ordinal,,DecisionTreeClassifier,best,,2,1,,2,1,3,gini,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,2,1,,2,1,3,gini,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,3,4,,4,1,3,gini,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.5020525451559934
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,6,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,1,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,False,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,1,,2,1,3,entropy,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,success,0.5380131362889984
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,euclidean,,,,,success,0.552791461412151
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.5541050903119868
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5435139573070608
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,4,1,,4,2,3,gini,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5541050903119868
features_normalization_imputation_discretization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,PCA,1,,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,3,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,2,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,1,,4,2,1,gini,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,random,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,,DecisionTreeClassifier,random,,4,4,,2,2,3,gini,success,0.5233169129720854
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,ascending,SelectKBest,,2,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,3,3,,3,1,2,gini,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,ascending,PCA,2,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.5435139573070608
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,success,0.524712643678161
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,1,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,SelectKBest,,3,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,4,,4,2,3,gini,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,3,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,6,,,minkowski,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.47044334975369456
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5454022988505748
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5380131362889984
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.5244663382594417
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.5264367816091954
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5457307060755336
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
