prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5351395730706077
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5547619047619048
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.5482758620689656
discretization_imputation_normalization_features_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,quantile,5,ordinal,,DecisionTreeClassifier,best,,2,1,,4,2,3,entropy,success,0.49105090311986854
normalization_discretization_imputation_features_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,descending,PCA,1,,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,2,4,,4,1,3,gini,success,0.48842364532019705
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5410509031198687
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5360426929392446
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,2,,2,2,1,entropy,fail,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,roman,PCA,2,,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,random,,4,1,,2,2,1,gini,fail,-inf
normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.5311986863711001
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.535632183908046
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5488505747126438
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,12,,,euclidean,,,,,success,0.5222495894909688
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,16,,,minkowski,,,,,success,0.5249589490968802
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5312807881773398
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5296387520525452
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5558292282430213
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5312807881773398
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5385878489326764
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5479474548440064
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5391625615763548
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5545155993431855
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5385878489326764
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5217569786535304
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5114942528735632
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5450738916256157
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5256978653530379
normalization_features_discretization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,17,,,minkowski,,,,,success,0.5036124794745485
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,success,0.5582922824302134
features_normalization_imputation_discretization_classification,,True,,False,RobustScaler,FunctionTransformer,,,,PCA,1,,Binarizer,0.5,,,,,DecisionTreeClassifier,best,,2,1,,3,2,1,entropy,fail,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,2,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,3,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,kmeans,6,ordinal,,DecisionTreeClassifier,best,,2,1,,2,1,3,gini,success,0.4889162561576354
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,2,1,,2,1,3,gini,success,0.4992610837438424
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,success,0.5020525451559934
features_normalization_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,3,4,,4,1,3,gini,fail,-inf
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,euclidean,,,,,fail,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5514778325123153
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5380131362889984
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.552791461412151
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,6,,,minkowski,,,,,success,0.5191297208538588
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,1,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,fail,-inf
discretization_features_imputation_normalization_classification,False,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,1,,2,1,3,entropy,success,0.4901477832512315
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,success,0.5342364532019704
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,euclidean,,,,,success,0.5541050903119868
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,euclidean,,,,,success,0.5435139573070608
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5607553366174056
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5307881773399015
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5607553366174056
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.5493431855500821
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5264367816091954
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5296387520525452
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5270114942528736
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,4,1,,4,2,3,gini,success,0.5268472906403942
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5380131362889984
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,,GaussianNB,,,,,,,,,,success,0.5264367816091954
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5279146141215108
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5651067323481117
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.5541050903119868
features_discretization_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.524055829228243
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5533661740558292
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.521264367816092
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_normalization_imputation_discretization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5324302134646963
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5315270935960592
features_normalization_imputation_discretization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,euclidean,,,,,success,0.5279146141215108
normalization_features_imputation_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,PCA,1,,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,success,0.5233169129720854
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,3,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,fail,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,success,0.5192118226600984
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,fail,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,2,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,1,,4,2,1,gini,fail,-inf
normalization_imputation_discretization_features_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,success,0.5285714285714286
imputation_features_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,random,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,,DecisionTreeClassifier,random,,4,4,,2,2,3,gini,success,0.5
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5533661740558292
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,fail,-inf
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5499178981937602
normalization_discretization_features_imputation_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,ascending,SelectKBest,,2,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5435139573070608
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,3,3,,3,1,2,gini,success,0.5
